(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 2005 (Leitband)

"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Verbandsgemeinde";"Gemeinde";"Kennziffer Briefwahlzugehörigkeit";"Name";"Größenklasse"
"063";"12";"0";"67";"0000";"493";"23";"Tauche";"07"
"063";"12";"0";"67";"0000";"544";"00";"Woltersdorf";"08"
"063";"12";"0";"67";"6701";"076";"23";"Brieskow-Finkenheerd";"06"
"063";"12";"0";"67";"6701";"180";"23";"Groß Lindow";"05"
"063";"12";"0";"67";"6701";"508";"23";"Vogelsang";"04"
"063";"12";"0";"67";"6701";"528";"23";"Wiesenau";"05"
"063";"12";"0";"67";"6701";"552";"23";"Ziltendorf";"05"
"063";"12";"0";"67";"0000";"999";"23";"BW GV Brieskow-Finkenheerd, Tauche, Rietz-Neuendorf";"99"
"063";"12";"0";"67";"6705";"292";"25";"Lawitz";"04"
"063";"12";"0";"67";"6705";"338";"25";"Neißemünde";"05"
"063";"12";"0";"67";"6705";"357";"25";"Neuzelle";"07"
"063";"12";"0";"67";"6706";"040";"19";"Berkenbrück";"05"
"063";"12";"0";"67";"6706";"072";"19";"Briesen (Mark)";"06"
"063";"12";"0";"67";"6706";"237";"19";"Jacobsdorf";"06"
"063";"12";"0";"67";"6706";"310";"19";"Madlitz-Wilmersdorf";"04"
"063";"12";"0";"67";"6707";"024";"24";"Bad Saarow";"07"
"063";"12";"0";"67";"6707";"112";"24";"Diensdorf-Radlow";"04"
"063";"12";"0";"67";"6707";"288";"24";"Langewahl";"04"
"063";"12";"0";"67";"6707";"413";"24";"Reichenwalde";"05"
"063";"12";"0";"67";"6707";"520";"24";"Wendisch Rietz";"05"
"063";"12";"0";"67";"6707";"999";"24";"BW GV Scharmützelsee";"99"
"063";"12";"0";"67";"6708";"205";"22";"Grunow-Dammendorf";"04"
"063";"12";"0";"67";"6708";"324";"22";"Mixdorf";"05"
"063";"12";"0";"67";"6708";"336";"22";"Müllrose, Stadt";"07"
"063";"12";"0";"67";"6708";"397";"22";"Ragow-Merz";"04"
"063";"12";"0";"67";"6708";"438";"22";"Schlaubetal";"06"
"063";"12";"0";"67";"6708";"458";"22";"Siehdichum";"05"
"063";"12";"0";"67";"0000";"999";"22";"BW GV Schlaubetal, Steinhöfel";"99"
"063";"12";"0";"67";"6709";"173";"19";"Gosen-Neu Zittau";"06"
"063";"12";"0";"67";"6709";"408";"19";"Rauen";"05"
"063";"12";"0";"67";"6709";"469";"19";"Spreenhagen";"07"
"063";"12";"0";"67";"0000";"999";"19";"BW GV Odervorland, GV Spreenhagen";"99"
"056";"12";"0";"68";"0000";"117";"04";"Fehrbellin";"08"
"056";"12";"0";"68";"0000";"181";"05";"Heiligengrabe";"07"
"056";"12";"0";"68";"0000";"264";"06";"Kyritz, Stadt";"09"
"056";"12";"0";"68";"0000";"320";"00";"Neuruppin, Stadt";"10"
"056";"12";"0";"68";"0000";"353";"03";"Rheinsberg, Stadt";"08"
"056";"12";"0";"68";"0000";"468";"05";"Wittstock/Dosse, Stadt";"09"
"056";"12";"0";"68";"0000";"999";"05";"BW Wittstock/Dosse, Heiligengrabe";"99"
"056";"12";"0";"68";"0000";"477";"06";"Wusterhausen/Dosse";"08"
"056";"12";"0";"68";"6804";"188";"03";"Herzberg (Mark)";"04"
"056";"12";"0";"68";"6804";"280";"03";"Lindow (Mark), Stadt";"07"
"056";"12";"0";"68";"6804";"372";"03";"Rüthnick";"04"
"056";"12";"0";"68";"6804";"437";"03";"Vielitzsee";"04"
"056";"12";"0";"68";"0000";"999";"03";"BW GV Lindow (Mark), Rheinsberg";"99"
"056";"12";"0";"68";"6805";"052";"06";"Breddin";"05"
"056";"12";"0";"68";"6805";"109";"06";"Dreetz";"05"
"056";"12";"0";"68";"6805";"324";"06";"Neustadt (Dosse), Stadt";"07"
"056";"12";"0";"68";"6805";"409";"06";"Sieversdorf-Hohenofen";"04"
"056";"12";"0";"68";"6805";"417";"06";"Stüdenitz-Schönermark";"04"
"056";"12";"0";"68";"6805";"501";"06";"Zernitz-Lohm";"04"
"056";"12";"0";"68";"0000";"999";"06";"BW GV Neustadt (Dosse), Kyritz, Wusterhausen/Dosse";"99"
"056";"12";"0";"68";"6807";"072";"04";"Dabergotz";"04"
"056";"12";"0";"68";"6807";"306";"04";"Märkisch Linden";"05"
"056";"12";"0";"68";"6807";"413";"04";"Storbeck-Frankendorf";"04"
"056";"12";"0";"68";"6807";"425";"04";"Temnitzquell";"04"
"056";"12";"0";"68";"6807";"426";"04";"Temnitztal";"05"
"056";"12";"0";"68";"6807";"452";"04";"Walsleben";"04"
"056";"12";"0";"68";"0000";"999";"04";"BW GV Temnitz, Fehrbellin";"99"
"060";"12";"0";"69";"0000";"017";"22";"Beelitz, Stadt";"09"
"060";"12";"0";"69";"0000";"999";"22";"BW Beelitz, Seddiner See";"99"
"060";"12";"0";"69";"0000";"020";"20";"Belzig, Stadt";"09"
"060";"12";"0";"69";"0000";"249";"24";"Groß Kreutz (Havel)";"08"
"061";"12";"0";"69";"0000";"304";"00";"Kleinmachnow";"09"
"060";"12";"0";"69";"0000";"306";"24";"Kloster Lehnin";"09"
"060";"12";"0";"69";"0000";"999";"24";"BW Kloster Lehnin, Groß Kreutz (Havel)";"99"
"061";"12";"0";"69";"0000";"397";"00";"Michendorf";"09"
"061";"12";"0";"69";"0000";"454";"00";"Nuthetal";"08"
"061";"12";"0";"69";"0000";"590";"00";"Schwielowsee";"08"
"060";"12";"0";"69";"0000";"596";"22";"Seddiner See";"07"
"061";"12";"0";"69";"0000";"604";"00";"Stahnsdorf";"09"
"061";"12";"0";"69";"0000";"616";"00";"Teltow, Stadt";"09"
"060";"12";"0";"69";"0000";"632";"21";"Treuenbrietzen, Stadt";"08"
"061";"12";"0";"69";"0000";"656";"00";"Werder (Havel), Stadt";"10"
"060";"12";"0";"69";"0000";"665";"20";"Wiesenburg/Mark";"08"
"060";"12";"0";"69";"6902";"018";"23";"Beetzsee";"06"
"060";"12";"0";"69";"6902";"019";"23";"Beetzseeheide";"04"
"060";"12";"0";"69";"6902";"270";"23";"Havelsee, Stadt";"07"
"060";"12";"0";"69";"6902";"460";"23";"Päwesin";"04"
"060";"12";"0";"69";"6902";"541";"23";"Roskow";"05"
"060";"12";"0";"69";"6904";"052";"20";"Borkheide";"05"
"060";"12";"0";"69";"6904";"056";"20";"Borkwalde";"05"
"060";"12";"0";"69";"6904";"076";"20";"Brück, Stadt";"07"
"060";"12";"0";"69";"6904";"216";"20";"Golzow";"05"
"060";"12";"0";"69";"6904";"345";"20";"Linthe";"04"
"060";"12";"0";"69";"6904";"470";"20";"Planebruch";"05"
"060";"12";"0";"69";"0000";"999";"20";"BW GV Brück, Belzig, Wiesenburg";"99"
"060";"12";"0";"69";"6910";"402";"21";"Mühlenfließ";"04"
"060";"12";"0";"69";"6910";"448";"21";"Niemegk, Stadt";"06"
"060";"12";"0";"69";"6910";"474";"21";"Planetal";"05"
"060";"12";"0";"69";"6910";"485";"21";"Rabenstein/Fläming";"04"
"060";"12";"0";"69";"0000";"999";"21";"BW GV Niemegk, Treuenbrietzen";"99"
"060";"12";"0";"69";"6917";"028";"23";"Bensdorf";"05"
"060";"12";"0";"69";"6917";"537";"23";"Rosenau";"04"
"060";"12";"0";"69";"6917";"688";"23";"Wusterwitz";"07"
"060";"12";"0";"69";"6918";"089";"23";"Buckautal";"04"
"060";"12";"0";"69";"6918";"224";"23";"Görzke";"05"
"060";"12";"0";"69";"6918";"232";"23";"Gräben";"04"
"060";"12";"0";"69";"6918";"648";"23";"Wenzlow";"04"
"060";"12";"0";"69";"6918";"680";"23";"Wollin";"04"
"060";"12";"0";"69";"6918";"696";"23";"Ziesar, Stadt";"06"
"060";"12";"0";"69";"0000";"999";"23";"BW GV Beetzsee, GV Wusterwitz, GV Ziesar";"99"
"056";"12";"0";"70";"0000";"125";"07";"Groß Pankow (Prignitz)";"07"
"056";"12";"0";"70";"0000";"149";"09";"Gumtow";"07"
"056";"12";"0";"70";"0000";"173";"08";"Karstädt";"08"
"056";"12";"0";"70";"0000";"296";"09";"Perleberg, Stadt";"09"
"056";"12";"0";"70";"0000";"302";"08";"Plattenburg";"07"
"056";"12";"0";"70";"0000";"316";"07";"Pritzwalk, Stadt";"09"
"056";"12";"0";"70";"0000";"999";"07";"BW Pritzwalk, Pankow (Prignitz)";"99"
"056";"12";"0";"70";"0000";"424";"00";"Wittenberge, Stadt";"10"
"056";"12";"0";"70";"7001";"008";"08";"Bad Wilsnack, Stadt";"06"
"056";"12";"0";"70";"7001";"052";"08";"Breese";"05"
"056";"12";"0";"70";"7001";"241";"08";"Legde/Quitzöbel";"04"
"056";"12";"0";"70";"7001";"348";"08";"Rühstädt";"04"
"056";"12";"0";"70";"7001";"416";"08";"Weisen";"05"
"056";"12";"0";"70";"7005";"060";"09";"Cumlosen";"04"
"056";"12";"0";"70";"7005";"236";"09";"Lanz";"04"
"056";"12";"0";"70";"7005";"244";"09";"Lenzen (Elbe), Stadt";"06"
"056";"12";"0";"70";"7005";"246";"09";"Lenzerwische";"04"
"056";"12";"0";"70";"0000";"999";"09";"BW GV Lenzen-Elbtalaue, Perleberg, Gumtow";"99"
"056";"12";"0";"70";"7006";"096";"08";"Gerdshagen";"04"
"056";"12";"0";"70";"7006";"153";"08";"Halenbeck-Rohlsdorf";"04"
"056";"12";"0";"70";"7006";"222";"08";"Kümmernitztal";"03"
"056";"12";"0";"70";"7006";"266";"08";"Marienfließ";"04"
"056";"12";"0";"70";"7006";"280";"08";"Meyenburg, Stadt";"06"
"056";"12";"0";"70";"7009";"028";"08";"Berge";"04"
"056";"12";"0";"70";"7009";"145";"08";"Gülitz-Reetz";"04"
"056";"12";"0";"70";"7009";"300";"08";"Pirow";"04"
"056";"12";"0";"70";"7009";"325";"08";"Putlitz, Stadt";"07"
"056";"12";"0";"70";"7009";"393";"08";"Triglitz";"04"
"056";"12";"0";"70";"0000";"999";"08";"BW GV Putlitz-Berge, GV Meyenburg, GV Bad Wilsnack/Weisen, Karstädt, Plattenburg";"99"
"064";"12";"0";"71";"0000";"057";"29";"Drebkau, Stadt";"08"
"064";"12";"0";"71";"0000";"999";"29";"BW Drebkau, Neuhausen/Spree";"99"
"064";"12";"0";"71";"0000";"076";"00";"Forst (Lausitz), Stadt";"10"
"064";"12";"0";"71";"0000";"160";"00";"Guben, Stadt";"10"
"064";"12";"0";"71";"0000";"172";"16";"Haidemühl";"04"
"064";"12";"0";"71";"0000";"244";"00";"Kolkwitz";"09"
"064";"12";"0";"71";"0000";"301";"29";"Neuhausen/Spree";"08"
"064";"12";"0";"71";"0000";"337";"30";"Schenkendöbern";"07"
"064";"12";"0";"71";"0000";"372";"16";"Spremberg, Stadt";"10"
"064";"12";"0";"71";"0000";"999";"16";"BW Spremberg, Haidemühl";"99"
"064";"12";"0";"71";"0000";"408";"30";"Welzow, Stadt";"07"
"064";"12";"0";"71";"0000";"999";"30";"BW Welzow, Schenkendöbern";"99"
"064";"12";"0";"71";"7101";"028";"28";"Briesen";"04"
"064";"12";"0";"71";"7101";"032";"28";"Burg (Spreewald)";"07"
"064";"12";"0";"71";"7101";"041";"28";"Dissen-Striesow";"05"
"064";"12";"0";"71";"7101";"164";"28";"Guhrow";"04"
"064";"12";"0";"71";"7101";"341";"28";"Schmogrow-Fehrow";"04"
"064";"12";"0";"71";"7101";"412";"28";"Werben";"05"
"064";"12";"0";"71";"7101";"999";"28";"BW GV Burg (Spreewald)";"99"
"064";"12";"0";"71";"7102";"044";"25";"Döbern, Stadt";"07"
"064";"12";"0";"71";"7102";"074";"25";"Felixsee";"06"
"064";"12";"0";"71";"7102";"153";"25";"Groß Schacksdorf-Simmersdorf";"05"
"064";"12";"0";"71";"7102";"185";"25";"Hornow-Wadelsdorf";"04"
"064";"12";"0";"71";"7102";"189";"25";"Jämlitz-Klein Düben";"04"
"064";"12";"0";"71";"7102";"294";"25";"Neiße-Malxetal";"05"
"064";"12";"0";"71";"7102";"392";"25";"Tschernitz";"05"
"064";"12";"0";"71";"7102";"414";"25";"Wiesengrund";"05"
"064";"12";"0";"71";"7102";"999";"25";"BW GV Döbern-Land";"99"
"064";"12";"0";"71";"7107";"052";"26";"Drachhausen";"04"
"064";"12";"0";"71";"7107";"060";"26";"Drehnow";"04"
"064";"12";"0";"71";"7107";"176";"26";"Heinersbrück";"04"
"064";"12";"0";"71";"7107";"193";"26";"Jänschwalde";"06"
"064";"12";"0";"71";"7107";"304";"26";"Peitz, Stadt";"08"
"064";"12";"0";"71";"7107";"384";"26";"Tauer";"04"
"064";"12";"0";"71";"7107";"386";"26";"Teichland";"05"
"064";"12";"0";"71";"7107";"401";"26";"Turnow-Preilack";"05"
"064";"12";"0";"71";"7107";"999";"26";"BW GV Peitz";"99"
"062";"12";"0";"72";"0000";"002";"11";"Am Mellensee";"08"
"062";"12";"0";"72";"0000";"014";"22";"Baruth/Mark, Stadt";"07"
"061";"12";"0";"72";"0000";"017";"00";"Blankenfelde-Mahlow";"10"
"061";"12";"0";"72";"0000";"120";"00";"Großbeeren";"08"
"060";"12";"0";"72";"0000";"169";"40";"Jüterbog, Stadt";"09"
"060";"12";"0";"72";"0000";"999";"40";"BW Jüterbog, Niedergörsdorf";"99"
"062";"12";"0";"72";"0000";"232";"00";"Luckenwalde, Stadt";"10"
"061";"12";"0";"72";"0000";"240";"00";"Ludwigsfelde, Stadt";"10"
"060";"12";"0";"72";"0000";"297";"40";"Niedergörsdorf";"08"
"062";"12";"0";"72";"0000";"298";"22";"Niederer Fläming";"07"
"062";"12";"0";"72";"0000";"312";"11";"Nuthe-Urstromtal";"08"
"062";"12";"0";"72";"0000";"999";"11";"BW Am Mellensee, Nuthe-Urstromtal";"99"
"061";"12";"0";"72";"0000";"340";"00";"Rangsdorf";"08"
"062";"12";"0";"72";"0000";"426";"00";"Trebbin, Stadt";"08"
"062";"12";"0";"72";"0000";"477";"00";"Zossen, Stadt";"09"
"062";"12";"0";"72";"7204";"053";"22";"Dahme/Mark, Stadt";"08"
"062";"12";"0";"72";"7204";"055";"22";"Dahmetal";"04"
"062";"12";"0";"72";"7204";"157";"22";"Ihlow";"04"
"062";"12";"0";"72";"0000";"999";"22";"BW GV Dahme/Mark, Baruth/Mark, Niederer Fläming";"99"
"057";"12";"0";"73";"0000";"008";"00";"Angermünde, Stadt";"09"
"057";"12";"0";"73";"0000";"069";"12";"Boitzenburger Land";"07"
"057";"12";"0";"73";"0000";"384";"12";"Lychen, Stadt";"07"
"057";"12";"0";"73";"0000";"429";"10";"Nordwestuckermark";"08"
"057";"12";"0";"73";"0000";"452";"00";"Prenzlau, Stadt";"10"
"057";"12";"0";"73";"0000";"532";"00";"Schwedt/Oder, Stadt";"10"
"057";"12";"0";"73";"0000";"572";"00";"Templin, Stadt";"09"
"057";"12";"0";"73";"0000";"579";"10";"Uckerland";"07"
"057";"12";"0";"73";"7303";"085";"10";"Brüssow, Stadt";"06"
"057";"12";"0";"73";"7303";"093";"10";"Carmzow-Wallmow";"04"
"057";"12";"0";"73";"7303";"216";"10";"Göritz";"04"
"057";"12";"0";"73";"7303";"490";"10";"Schenkenberg";"04"
"057";"12";"0";"73";"7303";"520";"10";"Schönfeld";"04"
"057";"12";"0";"73";"7304";"097";"07";"Casekow";"06"
"057";"12";"0";"73";"7304";"189";"07";"Gartz (Oder), Stadt";"06"
"057";"12";"0";"73";"7304";"309";"07";"Hohenselchow-Groß Pinnow";"04"
"057";"12";"0";"73";"7304";"393";"07";"Mescherin";"04"
"057";"12";"0";"73";"7304";"565";"07";"Tantow";"04"
"057";"12";"0";"73";"7305";"157";"12";"Flieth-Stegelitz";"04"
"057";"12";"0";"73";"7305";"201";"12";"Gerswalde";"05"
"057";"12";"0";"73";"7305";"396";"12";"Milmersdorf";"05"
"057";"12";"0";"73";"7305";"404";"12";"Mittenwalde";"03"
"057";"12";"0";"73";"7305";"569";"12";"Temmen-Ringenwalde";"04"
"057";"12";"0";"73";"0000";"999";"12";"BW GV Gerswalde, Boitzenburger Land, Lychen";"99"
"057";"12";"0";"73";"7306";"225";"10";"Gramzow";"06"
"057";"12";"0";"73";"7306";"261";"10";"Grünow";"05"
"057";"12";"0";"73";"7306";"430";"10";"Oberuckersee";"05"
"057";"12";"0";"73";"7306";"458";"10";"Randowtal";"05"
"057";"12";"0";"73";"7306";"578";"10";"Uckerfelde";"05"
"057";"12";"0";"73";"7306";"645";"10";"Zichow";"04"
"057";"12";"0";"73";"0000";"999";"10";"BW GV Brüssow (Uckermark), GV Gramzow, Nordwestuckermark, Uckerland";"99"
"057";"12";"0";"73";"7310";"032";"07";"Berkholz-Meyenburg";"05"
"057";"12";"0";"73";"7310";"386";"07";"Mark Landin";"05"
"057";"12";"0";"73";"7310";"440";"07";"Pinnow";"04"
"057";"12";"0";"73";"7310";"505";"07";"Schöneberg";"04"
"057";"12";"0";"73";"7310";"603";"07";"Passow";"05"
"057";"12";"0";"73";"0000";"999";"07";"BW GV Gartz (Oder), GV Oder-Welse";"99"
"000";"13";"0";"00";"0000";"000";"00";"Mecklenburg-Vorpommern";"00"
"012";"13";"0";"00";"0000";"000";"00";"Wismar - Nordwestmecklenburg - Parchim";"00"
"013";"13";"0";"00";"0000";"000";"00";"Schwerin - Ludwigslust";"00"
"014";"13";"0";"00";"0000";"000";"00";"Rostock";"00"
"015";"13";"0";"00";"0000";"000";"00";"Stralsund - Nordvorpommern - Rügen";"00"
"016";"13";"0";"00";"0000";"000";"00";"Greifswald - Demmin - Ostvorpommern";"00"
"017";"13";"0";"00";"0000";"000";"00";"Bad Doberan - Güstrow - Müritz";"00"
"018";"13";"0";"00";"0000";"000";"00";"Neubrandenburg - Mecklenburg-Strelitz - Uecker-Randow";"00"
"000";"13";"0";"01";"0000";"000";"00";"Greifswald (016)";"00"
"016";"13";"0";"01";"0000";"000";"00";"Greifswald";"00"
"000";"13";"0";"02";"0000";"000";"00";"Neubrandenburg (018)";"00"
"018";"13";"0";"02";"0000";"000";"00";"Neubrandenburg";"00"
"000";"13";"0";"03";"0000";"000";"00";"Rostock (014)";"00"
"014";"13";"0";"03";"0000";"000";"00";"Rostock";"00"
"000";"13";"0";"04";"0000";"000";"00";"Schwerin (013)";"00"
"013";"13";"0";"04";"0000";"000";"00";"Schwerin";"00"
"000";"13";"0";"05";"0000";"000";"00";"Stralsund (015)";"00"
"015";"13";"0";"05";"0000";"000";"00";"Stralsund";"00"
"000";"13";"0";"06";"0000";"000";"00";"Wismar (012)";"00"
"012";"13";"0";"06";"0000";"000";"00";"Wismar";"00"
"000";"13";"0";"51";"0000";"000";"00";"Bad Doberan (014,017)";"00"
"014";"13";"0";"51";"0000";"000";"00";"Bad Doberan (Teil)";"00"
"017";"13";"0";"51";"0000";"000";"00";"Bad Doberan (Teil)";"00"
"000";"13";"0";"52";"0000";"000";"00";"Demmin (016)";"00"
"016";"13";"0";"52";"0000";"000";"00";"Demmin";"00"
"000";"13";"0";"53";"0000";"000";"00";"Güstrow (017)";"00"
"017";"13";"0";"53";"0000";"000";"00";"Güstrow";"00"
"000";"13";"0";"54";"0000";"000";"00";"Ludwigslust (013)";"00"
"013";"13";"0";"54";"0000";"000";"00";"Ludwigslust";"00"
"000";"13";"0";"55";"0000";"000";"00";"Mecklenburg-Strelitz (018)";"00"
"018";"13";"0";"55";"0000";"000";"00";"Mecklenburg-Strelitz";"00"
"000";"13";"0";"56";"0000";"000";"00";"Müritz (017)";"00"
"017";"13";"0";"56";"0000";"000";"00";"Müritz";"00"
"000";"13";"0";"57";"0000";"000";"00";"Nordvorpommern (015)";"00"
"015";"13";"0";"57";"0000";"000";"00";"Nordvorpommern";"00"
"000";"13";"0";"58";"0000";"000";"00";"Nordwestmecklenburg (012)";"00"
"012";"13";"0";"58";"0000";"000";"00";"Nordwestmecklenburg";"00"
"000";"13";"0";"59";"0000";"000";"00";"Ostvorpommern (016)";"00"
"016";"13";"0";"59";"0000";"000";"00";"Ostvorpommern";"00"
"000";"13";"0";"60";"0000";"000";"00";"Parchim (012)";"00"
"012";"13";"0";"60";"0000";"000";"00";"Parchim";"00"
"000";"13";"0";"61";"0000";"000";"00";"Rügen (015)";"00"
"015";"13";"0";"61";"0000";"000";"00";"Rügen";"00"
"000";"13";"0";"62";"0000";"000";"00";"Uecker-Randow (018)";"00"
"018";"13";"0";"62";"0000";"000";"00";"Uecker-Randow";"00"
"016";"13";"0";"01";"0000";"000";"00";"Greifswald, Hansestadt";"11"
"018";"13";"0";"02";"0000";"000";"00";"Neubrandenburg, Stadt";"11"
"014";"13";"0";"03";"0000";"000";"00";"Rostock, Hansestadt";"12"
"013";"13";"0";"04";"0000";"000";"00";"Schwerin, Landeshauptstadt";"11"
"015";"13";"0";"05";"0000";"000";"00";"Stralsund, Hansestadt";"11"
"012";"13";"0";"06";"0000";"000";"00";"Wismar, Hansestadt";"10"
"017";"13";"0";"51";"5101";"004";"00";"Bad Doberan, Stadt";"09"
"014";"13";"0";"51";"5102";"022";"00";"Graal-Müritz";"07"
"017";"13";"0";"51";"5103";"042";"00";"Kühlungsborn, Stadt";"08"
"017";"13";"0";"51";"5104";"047";"00";"Neubukow, Stadt";"07"
"014";"13";"0";"51";"5106";"068";"00";"Sanitz";"08"
"017";"13";"0";"51";"5107";"086";"00";"Satow";"08"
"017";"13";"0";"51";"5108";"041";"00";"Kröpelin, Stadt";"08"
"017";"13";"0";"51";"5111";"001";"11";"Admannshagen-Bargeshagen";"06"
"017";"13";"0";"51";"5111";"006";"11";"Bartenshagen-Parkentin";"05"
"017";"13";"0";"51";"5111";"013";"11";"Börgerende-Rethwisch";"05"
"017";"13";"0";"51";"5111";"028";"11";"Hohenfelde";"04"
"017";"13";"0";"51";"5111";"049";"11";"Nienhagen";"05"
"017";"13";"0";"51";"5111";"059";"11";"Reddelich";"04"
"017";"13";"0";"51";"5111";"063";"11";"Retschow";"05"
"017";"13";"0";"51";"5111";"074";"11";"Steffenshagen";"04"
"017";"13";"0";"51";"5111";"083";"11";"Wittenbeck";"04"
"017";"13";"0";"51";"5111";"999";"11";"BW GV Bad Doberan-Land";"99"
"014";"13";"0";"51";"5112";"015";"12";"Broderstorf";"06"
"014";"13";"0";"51";"5112";"037";"12";"Klein Kussewitz";"04"
"014";"13";"0";"51";"5112";"045";"12";"Mandelshagen";"03"
"014";"13";"0";"51";"5112";"054";"12";"Poppendorf";"04"
"014";"13";"0";"51";"5112";"064";"12";"Roggentin";"06"
"014";"13";"0";"51";"5112";"075";"12";"Steinfeld";"04"
"014";"13";"0";"51";"5112";"079";"12";"Thulendorf";"04"
"014";"13";"0";"51";"5112";"999";"12";"BW GV Carbäk";"99"
"017";"13";"0";"51";"5114";"002";"14";"Alt Bukow";"04"
"017";"13";"0";"51";"5114";"007";"14";"Bastorf";"05"
"017";"13";"0";"51";"5114";"010";"14";"Biendorf";"05"
"017";"13";"0";"51";"5114";"036";"14";"Kirch Mulsow";"03"
"017";"13";"0";"51";"5114";"062";"14";"Rerik, Stadt";"06"
"017";"13";"0";"51";"5114";"087";"14";"Am Salzhaff";"03"
"017";"13";"0";"51";"5114";"088";"14";"Carinerland";"05"
"017";"13";"0";"51";"5114";"999";"14";"BW GV Neubukow-Salzhaff";"99"
"014";"13";"0";"51";"5115";"009";"15";"Bentwisch";"06"
"014";"13";"0";"51";"5115";"011";"15";"Blankenhagen";"04"
"014";"13";"0";"51";"5115";"020";"15";"Gelbensande";"05"
"014";"13";"0";"51";"5115";"046";"15";"Mönchhagen";"05"
"014";"13";"0";"51";"5115";"066";"15";"Rövershagen";"06"
"014";"13";"0";"51";"5115";"999";"15";"BW GV Rostocker Heide";"99"
"017";"13";"0";"51";"5118";"008";"18";"Benitz";"03"
"017";"13";"0";"51";"5118";"014";"18";"Bröbberow";"04"
"017";"13";"0";"51";"5118";"033";"18";"Kassow";"03"
"017";"13";"0";"51";"5118";"067";"18";"Rukieten";"03"
"017";"13";"0";"51";"5118";"071";"18";"Schwaan, Stadt";"08"
"017";"13";"0";"51";"5118";"080";"18";"Vorbeck";"03"
"017";"13";"0";"51";"5118";"082";"18";"Wiendorf";"04"
"017";"13";"0";"51";"5118";"999";"18";"BW GV Schwaan";"99"
"017";"13";"0";"51";"5120";"017";"20";"Damm";"04"
"017";"13";"0";"51";"5120";"018";"20";"Dummerstorf";"06"
"017";"13";"0";"51";"5120";"034";"20";"Kavelstorf";"05"
"017";"13";"0";"51";"5120";"035";"20";"Kessin";"05"
"017";"13";"0";"51";"5120";"044";"20";"Lieblingshof";"04"
"017";"13";"0";"51";"5120";"055";"20";"Prisannewitz";"04"
"017";"13";"0";"51";"5120";"999";"20";"BW GV Warnow-Ost";"99"
"017";"13";"0";"51";"5121";"019";"21";"Elmenhorst/Lichtenhagen";"07"
"017";"13";"0";"51";"5121";"040";"21";"Kritzmow";"06"
"017";"13";"0";"51";"5121";"043";"21";"Lambrechtshagen";"07"
"017";"13";"0";"51";"5121";"051";"21";"Papendorf";"06"
"017";"13";"0";"51";"5121";"053";"21";"Pölchow";"04"
"017";"13";"0";"51";"5121";"073";"21";"Stäbelow";"05"
"017";"13";"0";"51";"5121";"085";"21";"Ziesendorf";"05"
"017";"13";"0";"51";"5121";"999";"21";"BW GV Warnow-West";"99"
"014";"13";"0";"51";"5122";"016";"22";"Cammin";"04"
"014";"13";"0";"51";"5122";"021";"22";"Gnewitz";"03"
"014";"13";"0";"51";"5122";"023";"22";"Grammow";"02"
"014";"13";"0";"51";"5122";"050";"22";"Nustrow";"02"
"014";"13";"0";"51";"5122";"072";"22";"Selpin";"04"
"014";"13";"0";"51";"5122";"076";"22";"Stubbendorf";"02"
"014";"13";"0";"51";"5122";"077";"22";"Tessin, Stadt";"07"
"014";"13";"0";"51";"5122";"078";"22";"Thelkow";"04"
"014";"13";"0";"51";"5122";"084";"22";"Zarnewanz";"03"
"014";"13";"0";"51";"5122";"999";"22";"BW GV Tessin";"99"
"016";"13";"0";"52";"5202";"018";"00";"Demmin, Hansestadt";"09"
"016";"13";"0";"52";"5208";"017";"00";"Dargun, Stadt";"08"
"016";"13";"0";"52";"5216";"020";"16";"Düvier";"04"
"016";"13";"0";"52";"5216";"026";"16";"Görmin";"05"
"016";"13";"0";"52";"5216";"049";"16";"Loitz, Stadt";"07"
"016";"13";"0";"52";"5216";"098";"16";"Sassen-Trantow";"05"
"016";"13";"0";"52";"5216";"999";"16";"BW GV Peenetal/Loitz";"99"
"016";"13";"0";"52";"5220";"001";"20";"Alt Tellin";"04"
"016";"13";"0";"52";"5220";"008";"20";"Bentzin";"05"
"016";"13";"0";"52";"5220";"016";"20";"Daberkow";"03"
"016";"13";"0";"52";"5220";"039";"20";"Jarmen, Stadt";"07"
"016";"13";"0";"52";"5220";"046";"20";"Kruckow";"04"
"016";"13";"0";"52";"5220";"078";"20";"Tutow";"05"
"016";"13";"0";"52";"5220";"083";"20";"Völschow";"04"
"016";"13";"0";"52";"5220";"999";"20";"BW GV Jarmen-Tutow";"99"
"016";"13";"0";"52";"5221";"007";"21";"Beggerow";"04"
"016";"13";"0";"52";"5221";"035";"21";"Hohenbollentin";"02"
"016";"13";"0";"52";"5221";"048";"21";"Lindenberg";"03"
"016";"13";"0";"52";"5221";"051";"21";"Meesiger";"03"
"016";"13";"0";"52";"5221";"054";"21";"Kentzlin";"03"
"016";"13";"0";"52";"5221";"056";"21";"Nossendorf";"04"
"016";"13";"0";"52";"5221";"067";"21";"Sarow";"04"
"016";"13";"0";"52";"5221";"070";"21";"Schönfeld";"03"
"016";"13";"0";"52";"5221";"073";"21";"Sommersdorf";"03"
